rated,created_at,last_move_at,turns,victory_status,winner,white_id,white_rating,black_id,black_rating,opening_eco,opening_name,opening_ply,increment_base,increment_bonus,n_moves_played,first_move,last_move
1,1504178282757.0,1504178514456.0,33,3,2,724,1797,8440,1865,321,731,9,10,0,33,11,1197
1,1504170773246.0,1504171156055.0,40,3,0,3024,1765,714,1787,201,405,6,10,0,40,13,1528
1,1504169622866.0,1504170757521.0,107,2,2,724,1778,7494,1701,83,111,3,10,0,107,11,1518
1,1504169164695.0,1504169572603.0,40,3,0,724,1789,8769,1796,343,593,6,10,0,40,11,1850
1,1504121683918.0,1504121886803.0,23,3,2,5277,1806,714,1799,177,1444,6,10,0,23,13,1798
1,1504121426687.0,1504121654408.0,27,1,2,6364,1900,714,1806,213,1121,6,10,0,27,13,1159
1,1504103399589.0,1504104454247.0,100,1,0,724,1817,7871,1809,258,868,5,10,0,100,11,939
1,1504103061982.0,1504103375362.0,31,3,2,7512,1895,714,1825,188,563,9,10,0,31,13,1235
1,1504102684269.0,1504103046134.0,41,3,2,724,1815,7225,1792,258,868,5,10,0,41,11,1668
1,1504094903807.0,1504095010122.0,12,3,2,3818,1807,714,1827,201,492,7,10,0,12,13,605
1,1504094739728.0,1504094887018.0,23,3,2,2545,1546,714,1845,204,466,7,10,0,23,13,1028
1,1504094101207.0,1504094720416.0,87,3,2,724,1835,1521,1819,258,868,5,10,0,87,11,332
1,1504092873667.0,1504094074012.0,132,3,0,724,1843,1451,1902,248,1378,5,10,0,132,11,1916
1,1504039278806.0,1504040167836.0,72,3,2,8748,1773,714,1856,41,1423,3,10,0,72,11,304
1,1504037951947.0,1504039213964.0,164,2,1,3214,1801,714,1858,196,1150,7,10,0,164,13,323
1,1504037536678.0,1504037900495.0,41,3,2,724,1849,3347,1810,343,460,4,10,0,41,11,1023
1,1504037201318.0,1504037437188.0,30,3,0,724,1862,1362,1764,47,108,6,10,0,30,11,1839
1,1504017085400.0,1504018273045.0,73,1,2,724,1854,1986,1765,66,202,5,10,0,73,11,1210
1,1504006298363.0,1504006814266.0,50,3,0,724,1865,7621,1845,61,203,3,10,0,50,11,40
1,1504005653597.0,1504006290569.0,107,3,2,7618,1834,714,1877,3,62,2,10,0,107,15,304
1,1504005315006.0,1504005611562.0,29,3,2,4464,2074,714,1883,196,1150,7,10,0,29,13,245
1,1504003870295.0,1504004248687.0,32,1,0,344,1779,714,1875,201,492,7,10,0,32,13,1168
1,1503944228255.0,1503945227054.0,108,1,0,7822,1886,714,1864,163,372,11,10,0,108,11,980
1,1503943648531.0,1503944205656.0,51,3,2,724,1852,7785,1898,247,926,4,10,0,51,11,866
1,1503933587077.0,1503934524925.0,79,3,2,724,1842,3607,1800,281,899,10,10,0,79,11,877
1,1503932809146.0,1503933548367.0,90,0,1,724,1845,779,1746,258,868,5,10,0,90,11,937
1,1503491604197.0,1503492632986.0,98,3,0,7406,1713,1092,1735,201,494,9,15,0,98,13,1836
1,1503489954496.0,1503491592529.0,139,1,2,7609,1619,7424,1727,1,741,4,15,0,139,6,1571
1,1503488423969.0,1503489811709.0,79,0,1,7406,1726,6585,1760,171,71,4,15,0,79,13,955
1,1503486967442.0,1503488370819.0,139,3,2,7502,1711,7424,1738,239,963,4,15,0,139,11,1924
1,1503486166112.0,1503486951350.0,100,3,0,7502,1721,7424,1727,239,963,4,15,0,100,11,1016
1,1503485689424.0,1503486095582.0,42,1,0,7406,1739,8112,1701,174,75,4,15,0,42,13,1165
1,1503484849535.0,1503485675900.0,61,3,2,5398,1787,7424,1749,201,495,8,15,0,61,13,1567
1,1503484337901.0,1503484829346.0,54,1,0,7406,1760,5557,1740,177,1444,6,15,0,54,13,1470
1,1503483429211.0,1503484246549.0,43,1,2,7406,1753,8731,1611,77,687,5,15,0,43,13,1183
1,1503482219555.0,1503483332907.0,78,0,1,192,1702,7424,1755,213,1121,6,15,0,78,13,946
1,1503481508436.0,1503482008198.0,57,1,2,336,1641,7424,1770,36,291,3,15,0,57,12,1207
1,1503420928160.0,1503421715414.0,90,1,0,7406,1785,7680,1616,79,819,8,15,0,90,13,1908
1,1503242559930.0,1503244379824.0,116,2,0,1905,1751,7424,1775,201,493,11,15,0,116,13,327
1,1503241631413.0,1503242544397.0,104,3,0,7406,1787,1913,1739,90,1208,3,15,0,104,13,1958
1,1503166607239.0,1503168385479.0,101,2,2,5553,1767,7424,1799,213,1121,6,15,0,101,13,796
1,1503165107520.0,1503166582770.0,93,2,2,7406,1792,7722,1688,201,405,6,15,0,93,13,1452
1,1503070058011.0,1503070790046.0,84,0,1,7406,1796,3677,1652,153,343,5,15,0,84,13,459
1,1503069781284.0,1503070045424.0,47,1,2,7406,1788,7283,1665,206,463,6,15,0,47,13,1088
1,1503069396314.0,1503069762375.0,66,3,0,7235,1674,7424,1781,201,297,8,15,0,66,13,1411
1,1502885382919.0,1502886471326.0,80,3,0,7406,1812,9203,1693,197,297,7,15,0,80,13,831
1,1502884790541.0,1502885330303.0,108,3,0,447,1734,7424,1803,195,844,6,15,0,108,13,1480
1,1502883656264.0,1502884544222.0,81,3,2,7406,1794,7564,1724,201,462,5,15,0,81,13,1812
1,1502816745633.0,1502817956595.0,96,3,0,7406,1811,2711,1603,83,111,3,15,0,96,13,2031
1,1502793998425.0,1502794843485.0,56,0,1,1616,1627,7424,1816,185,564,6,15,0,56,13,937
1,1502793561963.0,1502793911766.0,41,3,2,7406,1810,7307,1641,90,1208,3,15,0,41,13,1555
1,1502793202291.0,1502793522318.0,31,1,2,7265,1623,7424,1827,172,183,5,15,0,31,13,954
1,1502698392894.0,1502699047994.0,59,1,2,7406,1821,908,1620,83,111,3,15,0,59,13,1231
1,1502697904951.0,1502698217375.0,31,3,2,7406,1800,3627,1647,90,1208,3,15,0,31,13,1433
1,1502696451599.0,1502697810100.0,151,3,2,7406,1794,2268,1648,71,430,4,15,0,151,13,283
1,1502695259762.0,1502696383189.0,52,1,0,7406,1809,957,1662,201,494,9,15,0,52,13,775
1,1501630672893.0,1501631100810.0,47,1,2,7406,1802,155,1660,201,493,11,15,0,47,13,1711
1,1501629171344.0,1501630642463.0,88,3,0,147,1667,7424,1795,213,1121,6,15,0,88,13,1335
1,1501588684361.0,1501589892671.0,70,3,0,9308,1679,7424,1788,195,636,5,15,0,70,13,1151
1,1501587722032.0,1501588645454.0,71,3,2,7406,1780,9203,1686,201,494,9,15,0,71,13,999
1,1501587396977.0,1501587675696.0,42,3,0,9308,1694,7424,1771,201,495,8,15,0,42,13,802
1,1501586238272.0,1501587131966.0,16,2,0,399,1622,7424,1765,181,540,3,15,0,16,13,339
1,1501584838587.0,1501586159655.0,98,3,0,7406,1776,7932,1759,90,1208,3,15,0,98,13,1833
1,1501561994547.0,1501562675403.0,72,3,0,7406,1788,5356,1740,154,313,7,15,0,72,13,1167
1,1501560739849.0,1501561891618.0,56,1,0,7406,1794,3063,1724,90,1208,3,15,0,56,13,1316
1,1501559650520.0,1501560697927.0,74,3,0,7406,1800,1255,1959,90,1208,3,15,0,74,13,155
1,1501558914504.0,1501559643657.0,77,3,2,1221,1952,7424,1807,195,646,5,15,0,77,13,1921
1,1501529915263.0,1501530506713.0,48,1,0,6176,1754,7424,1797,197,1415,5,15,0,48,13,980
1,1504401542041.0,1504401959800.0,39,3,2,8238,2579,5890,2036,5,590,4,5,8,39,2,1197
1,1504400939384.0,1504401330899.0,44,2,0,5844,2037,8177,2577,82,156,8,5,8,44,13,1498
1,1504400424716.0,1504400885185.0,33,3,2,8238,2574,5890,2039,4,1471,2,5,8,33,2,1104
1,1504399156093.0,1504400408053.0,92,3,0,5844,2040,8177,2571,82,156,8,5,8,92,13,346
1,1504394914286.0,1504395583732.0,53,2,2,4420,2367,5890,2043,94,1218,8,5,5,53,13,580
1,1504393458005.0,1504394037362.0,53,3,2,5844,2029,3506,2099,134,1243,18,10,5,53,13,1037
1,1504375010453.0,1504375437678.0,49,3,2,4868,2324,5890,2033,344,602,14,8,0,49,11,1085
1,1503977937026.0,1503978595502.0,72,1,0,5844,2033,351,2368,144,1296,10,10,0,72,13,818
1,1503975910482.0,1503977077661.0,97,2,2,8152,2214,5890,2039,28,277,12,10,0,97,2,1774
1,1503972511967.0,1503973872209.0,61,3,2,5844,2024,4311,2154,206,522,7,9,8,61,13,499
1,1503971403596.0,1503972461687.0,77,1,2,5844,2013,4664,2022,201,499,6,10,2,77,13,907
1,1503958854336.0,1503959626770.0,49,3,2,9330,2163,5890,2020,111,1268,10,5,5,49,13,1388
1,1503763573940.0,1503764473524.0,185,0,1,1811,2070,5890,2018,122,1215,10,10,0,185,13,1369
1,1503619473819.0,1503619921190.0,43,3,2,1462,2245,5890,2023,92,1205,8,8,1,43,13,525
1,1503599426453.0,1503599552501.0,35,3,2,7992,2149,5890,2031,119,1211,6,8,0,35,13,245
1,1485393583768.0,1485394039223.0,86,3,0,2894,1814,3006,1662,152,1002,4,8,0,86,13,1674
0,1500724715894.0,1500726924067.0,56,3,0,6742,1711,8451,1778,245,943,4,25,15,56,11,1224
0,1500562316439.0,1500562777809.0,16,3,0,3269,1756,8451,1778,154,319,11,25,15,16,13,1861
0,1500555628130.0,1500558141543.0,87,3,2,8528,1778,7194,1656,154,319,11,25,15,87,13,1884
0,1500554065688.0,1500554433892.0,17,3,0,7441,1610,8451,1778,31,279,3,25,15,17,9,1916
0,1499093119593.0,1499097078579.0,107,3,2,8528,1778,4128,1932,201,499,6,25,15,107,13,2022
0,1498730584235.0,1498732571225.0,55,3,2,8528,1778,53,1723,77,1010,4,25,15,55,13,1841
1,1498175033917.0,1498179506763.0,89,0,1,8528,1778,8070,1795,227,1100,10,45,2,89,13,324
1,1498170558850.0,1498174514057.0,104,3,0,2838,1966,8451,1761,152,363,3,25,15,104,13,1759
1,1497997853809.0,1498000733107.0,113,3,2,8528,1750,5877,1755,191,643,4,15,15,113,13,1769
1,1497996158969.0,1497996409674.0,19,3,0,2858,1768,8451,1738,154,312,8,15,15,19,13,1863
1,1497993191828.0,1497995455991.0,87,1,2,8528,1728,7542,1681,79,824,9,15,15,87,13,995
1,1497991013809.0,1497992755753.0,58,3,0,8528,1737,7505,1811,154,316,10,15,15,58,13,1498
1,1497803437618.0,1497806591017.0,160,0,1,3699,1811,8451,1735,305,425,9,15,15,160,11,13
1,1497801322327.0,1497803317739.0,64,3,2,763,1691,8451,1748,152,364,3,15,15,64,13,341
1,1496851713403.0,1496851775106.0,10,3,0,8528,1757,6594,1830,193,778,5,15,15,10,13,461
1,1496848445143.0,1496850843259.0,80,1,0,8528,1766,5515,1820,192,785,5,15,15,80,13,780
1,1496533239290.0,1496536593078.0,154,3,0,8528,1785,5796,1527,213,1121,6,15,15,154,13,966
1,1496138127924.0,1496139284340.0,52,3,0,5900,1641,8451,1778,152,352,3,15,15,52,13,1822
1,1496137564452.0,1496138098946.0,19,1,2,1071,1761,8451,1790,305,425,9,15,15,19,11,1183
1,1495579447420.0,1495580849535.0,61,3,2,6974,1650,8451,1806,301,423,8,12,12,61,11,530
1,1495577731726.0,1495579432737.0,55,3,2,8528,1799,7029,1657,88,126,8,12,12,55,13,470
1,1495576316809.0,1495577719586.0,55,1,2,6974,1641,8451,1816,301,423,8,12,12,55,11,1289
1,1495575241600.0,1495575914610.0,17,3,2,8528,1805,2377,1788,218,1048,10,15,10,17,13,1154
1,1495558629429.0,1495559419877.0,34,3,0,8528,1807,6082,2179,212,1052,6,15,15,34,13,1073
1,1495556328288.0,1495558621063.0,130,3,2,7205,1577,8451,1825,152,352,3,15,15,130,2,294
1,1495487880802.0,1495489825708.0,58,3,0,8528,1841,2036,1681,213,1121,6,20,5,58,13,1863
1,1495483308362.0,1495486060393.0,150,3,0,1598,1634,8451,1836,152,371,3,25,0,150,13,831
1,1495479099729.0,1495483066163.0,135,1,2,8708,1621,8451,1853,154,312,8,25,8,135,13,995
1,1495473625563.0,1495476966311.0,119,3,2,8528,1845,2331,1758,216,1038,7,30,0,119,13,1803
1,1495471474076.0,1495473436314.0,59,1,2,8805,1827,8451,1857,305,425,9,15,10,59,11,1036
1,1495459395569.0,1495463047364.0,81,3,2,8528,1847,7943,1812,153,344,7,45,0,81,13,1594
1,1495456982257.0,1495459140198.0,62,3,0,8528,1862,345,1736,193,778,5,15,10,62,13,1815
1,1495454282804.0,1495456607526.0,113,0,1,3319,1644,8451,1868,4,1465,2,20,5,113,2,353
0,1495452323095.0,1495454020970.0,71,3,2,804,1829,8451,1868,154,312,8,13,13,71,13,1390
0,1495450966550.0,1495451964865.0,45,3,2,8528,1868,8663,1645,192,785,5,10,15,45,13,938
0,1495399496137.0,1495401220487.0,103,3,2,8528,1868,778,1675,221,1092,8,15,5,103,13,2034
0,1495315031261.0,1495316539056.0,41,2,2,8528,1868,4097,1662,101,1282,8,10,8,41,13,494
0,1495313004267.0,1495315021069.0,116,3,0,3972,1662,8451,1868,162,357,6,10,8,116,13,333
0,1495311655245.0,1495312994819.0,60,3,0,8528,1868,4097,1662,99,1324,4,10,8,60,13,1272
0,1495309667375.0,1495311645572.0,142,3,0,3972,1662,8451,1868,154,325,7,10,8,142,13,308
0,1495307840196.0,1495309480822.0,84,2,0,8528,1868,2178,1706,217,1045,8,18,0,84,13,1721
0,1495294809351.0,1495295067777.0,29,3,0,8528,1868,5657,1769,193,1019,9,15,0,29,13,299
0,1495292396780.0,1495294800625.0,81,2,2,8478,1579,8451,1868,153,343,5,20,0,81,13,394
0,1495288155972.0,1495289246911.0,35,1,2,7145,1880,8451,1868,152,403,7,10,7,35,13,873
0,1495284462689.0,1495286831158.0,65,3,0,3171,1770,8451,1868,305,425,9,30,0,65,11,1437
0,1495278844918.0,1495280475552.0,62,3,0,2633,1701,8451,1868,154,313,7,9,20,62,13,943
0,1495238752442.0,1495238887972.0,12,3,0,7304,1805,8451,1868,152,371,3,20,0,12,13,21
0,1495213199853.0,1495214424783.0,46,3,2,8528,1868,3468,1614,215,1055,7,15,10,46,13,1603
0,1495210927568.0,1495213190611.0,95,3,2,797,1758,8451,1868,152,352,3,15,15,95,13,1477
1,1502924638377.0,1502924788191.0,20,3,0,6046,1787,78,1074,248,1379,6,5,8,20,11,557
1,1502561974894.0,1502562848730.0,51,3,2,8295,1393,6103,1787,245,943,4,180,180,51,11,527
0,1502561669887.0,1502561748759.0,4,1,0,6046,1787,8229,1393,2,61,1,180,180,4,15,1024
1,1485027987768.0,1485028339042.0,27,3,2,6046,1787,8397,1296,152,359,3,10,8,27,11,677
0,1484999730001.0,1485000850398.0,40,3,0,6046,1787,5597,2188,252,1389,12,15,8,40,11,1630
0,1484999272060.0,1484999687892.0,31,3,0,6046,1787,5597,2188,240,967,4,15,8,31,11,1294
1,1481569410067.0,1481569884083.0,40,3,0,6046,1787,4221,1500,153,343,5,8,0,40,11,2000
0,1469045170218.0,1469045324324.0,16,0,1,3577,1802,6103,1787,0,827,1,5,8,16,7,468
0,1469044234590.0,1469044775927.0,42,1,0,1482,1828,6103,1787,21,242,5,8,0,42,9,939
1,1469042416268.0,1469043723899.0,72,3,0,7188,1828,6103,1674,197,297,7,30,5,72,13,1176
1,1468873786555.0,1468874231817.0,39,3,2,6046,1502,1928,1830,93,1219,3,7,3,39,13,1935
1,1468824124995.0,1468825832508.0,33,2,2,8292,1772,6103,1583,268,888,9,20,0,33,11,600
1,1468785169583.0,1468786165369.0,59,3,2,6046,1263,8195,1803,72,1141,4,180,180,59,13,344
1,1468784082630.0,1468784558634.0,45,3,2,2121,1390,6103,1500,239,962,3,30,0,45,11,1995
0,1501948902675.0,1501949143943.0,45,3,2,7796,1158,8427,1294,206,463,6,20,0,45,13,1359
0,1501948404834.0,1501948652808.0,46,3,2,316,1371,7766,1158,246,937,6,15,15,46,11,320
1,1501947799275.0,1501948089007.0,37,3,2,4725,1452,7766,1172,196,1150,7,12,1,37,13,716
1,1501944492432.0,1501944791404.0,40,3,0,6383,1332,7766,1105,195,637,4,10,0,40,13,233
1,1493808204225.0,1493808253058.0,3,3,2,7815,1242,7766,1134,191,635,3,10,0,3,13,548
0,1493808073166.0,1493808120335.0,3,3,2,7815,1242,7766,1134,191,635,3,10,0,3,13,548
0,1493565047064.0,1493565796842.0,44,1,0,7796,1134,5264,1500,201,494,9,15,15,44,13,1141
0,1493563994148.0,1493565026044.0,65,1,2,1806,1668,7766,1134,201,493,11,10,5,65,13,1030
1,1493563861168.0,1493563978684.0,16,3,0,7796,1143,2672,1558,78,809,2,20,0,16,13,2054
0,1503776497728.0,1503777453567.0,47,3,2,6548,2305,1757,1883,72,1143,4,10,2,47,13,494
0,1503775863291.0,1503776465915.0,32,3,0,1724,1883,6569,2305,41,443,2,10,2,32,11,1963
0,1503775161587.0,1503775797832.0,25,3,2,6548,2305,1757,1883,206,522,7,10,2,25,13,785
0,1503774165936.0,1503775133535.0,55,3,0,1724,1883,6569,2305,41,443,2,10,2,55,11,298
0,1503584866505.0,1503586986594.0,118,3,0,6548,2305,8785,2085,82,155,8,20,5,118,13,1831
0,1503583144049.0,1503584848984.0,102,3,0,8890,2085,6569,2305,78,807,5,20,5,102,13,345
1,1497116146412.0,1497117239729.0,96,2,0,6650,1182,6588,1062,71,746,3,10,0,96,13,1724
1,1497115456574.0,1497116104512.0,45,3,2,6039,1302,6697,1278,197,1415,5,10,0,45,13,1589
1,1497098654697.0,1497099520047.0,105,3,2,6650,1104,3927,1175,171,648,5,10,0,105,13,890
1,1485205299903.0,1485206187278.0,94,1,0,6650,1500,2000,1172,195,636,5,10,3,94,2,1556
0,1485204545153.0,1485204993263.0,42,1,0,6650,1500,1007,1500,42,1452,5,10,0,42,11,855
0,1485204410865.0,1485204539569.0,15,1,2,1012,1500,6697,1500,216,1039,6,10,0,15,13,1183
1,1487937284598.0,1487938636676.0,47,1,2,5300,1072,8207,947,191,645,4,15,15,47,13,833
1,1492200325234.0,1492201212136.0,105,3,2,7773,1801,1227,1816,41,1423,3,10,0,105,11,1167
1,1492130201593.0,1492131029075.0,165,0,1,4885,1578,7746,1829,219,1074,7,10,0,165,13,413
1,1492129263774.0,1492130157896.0,123,3,2,7773,1807,3863,1587,247,928,7,10,0,123,11,1370
1,1492128244725.0,1492128774580.0,73,1,2,7773,1779,6052,1315,36,433,2,10,0,73,11,1444
1,1492127811037.0,1492128208089.0,71,3,2,7773,1735,6559,1622,258,868,5,10,0,71,11,1754
1,1484526681047.0,1484527028091.0,70,3,0,4889,1772,6083,1781,196,1150,7,10,0,70,13,1317
1,1484526072646.0,1484526677703.0,60,3,0,6018,1794,4962,1712,195,637,4,10,0,60,13,896
1,1484525908615.0,1484526070521.0,32,3,0,4889,1765,6083,1784,196,1150,7,10,0,32,13,909
1,1484455940691.0,1484456022441.0,17,3,2,6461,1836,4962,1830,3,62,2,10,0,17,15,1836
1,1484367044416.0,1484367492611.0,46,1,0,8263,1558,4962,1796,213,1121,6,10,0,46,13,1258
1,1484366276571.0,1484367037768.0,67,3,2,4889,1746,8198,1565,192,785,5,10,0,67,13,1175
1,1484365856710.0,1484366272446.0,56,1,0,8263,1573,4962,1653,213,1121,6,10,0,56,13,1192
1,1484365279011.0,1484365717894.0,41,3,2,4889,1500,1225,1452,92,1202,3,10,0,41,13,202
1,1504456415236.0,1504457198041.0,101,3,2,1671,1576,7874,1578,21,265,6,10,0,101,9,1697
1,1504454961478.0,1504455901506.0,111,2,2,1234,1727,1710,1582,193,1023,7,10,0,111,13,1823
1,1504444940473.0,1504446057080.0,127,2,2,7921,1670,1710,1591,197,297,7,10,0,127,13,154
1,1504444281727.0,1504444916204.0,46,3,2,1671,1582,6971,1523,81,113,3,10,0,46,9,1411
1,1504390087346.0,1504391274759.0,88,2,0,1671,1592,7399,1607,10,238,2,10,0,88,9,109
1,1504390033486.0,1504390057813.0,2,3,0,4430,1629,1710,1580,171,639,2,10,0,2,13,1919
1,1504388371756.0,1504389582904.0,89,2,2,8973,1593,1710,1590,193,1035,5,10,0,89,13,315
1,1504368898210.0,1504369924375.0,60,2,0,1671,1600,6334,1620,17,229,4,10,0,60,9,671
1,1504368426157.0,1504368802545.0,45,3,2,1671,1590,6663,1571,265,1183,7,10,0,45,9,525
1,1504367644085.0,1504368409861.0,49,1,2,2718,1586,1710,1601,36,291,3,10,0,49,12,1210
1,1504361981215.0,1504362372630.0,58,3,0,1671,1612,6231,1557,15,225,2,10,0,58,9,205
1,1504361299707.0,1504361975039.0,58,1,0,3146,1590,1710,1601,241,974,4,10,0,58,11,939
1,1504361246327.0,1504361284830.0,12,3,0,1671,1612,3784,1600,10,215,1,10,0,12,9,155
1,1504360197217.0,1504360717478.0,46,3,0,8665,1587,1710,1592,283,897,9,10,0,46,11,108
1,1504358970606.0,1504359742613.0,52,2,0,1671,1602,3724,1650,10,240,6,10,0,52,9,1413
1,1504355075183.0,1504356157126.0,89,3,2,1671,1596,2191,1422,31,279,3,10,0,89,9,1811
1,1503941516587.0,1503941907943.0,35,1,2,1671,1585,6573,1593,17,229,4,10,0,35,9,1138
1,1503937927807.0,1503939046620.0,65,2,2,8259,1573,1710,1596,173,172,6,10,0,65,13,1665
1,1503845363526.0,1503846569537.0,75,2,2,4666,1539,1710,1609,199,304,7,10,0,75,13,1734
1,1503778137487.0,1503779200539.0,73,1,2,3494,1589,1710,1621,264,874,4,10,0,73,11,1571
1,1503754488926.0,1503755556842.0,132,1,0,1671,1632,6327,1618,10,215,1,10,0,132,9,995
1,1503753556227.0,1503754429589.0,48,3,0,3188,1624,1710,1621,193,1024,9,10,0,48,13,330
1,1503753141491.0,1503753540919.0,30,1,0,1671,1630,2417,1678,11,243,2,10,0,30,9,939
1,1503752048707.0,1503753011833.0,104,1,0,1671,1638,4172,1757,20,253,6,10,0,104,9,929
1,1503751084276.0,1503752027402.0,75,2,2,1865,1661,1710,1648,239,962,3,10,0,75,11,1995
1,1503750053415.0,1503751046526.0,74,1,0,1671,1668,6438,1237,13,217,2,10,0,74,9,2004
1,1503749318122.0,1503750020738.0,80,3,0,3110,1517,1710,1661,193,1019,9,10,0,80,13,1992
0,1503252795502.0,1503253729414.0,93,1,2,1671,1661,9039,1500,13,217,2,10,0,93,9,1571
1,1503057363001.0,1503058067089.0,111,3,2,1823,1621,1710,1673,193,1019,9,10,0,111,13,1839
1,1502282343635.0,1502282794188.0,41,3,2,1671,1670,8692,1642,10,245,2,10,0,41,9,1665
1,1502281274826.0,1502281747939.0,52,3,0,651,1532,1710,1663,264,922,7,10,0,52,11,1708
1,1502205388867.0,1502206608045.0,118,2,0,4248,1638,1710,1643,193,1019,9,10,0,118,13,943
1,1502204735706.0,1502205333945.0,42,3,0,7087,1684,1710,1631,28,269,2,10,0,42,9,709
1,1502204402410.0,1502204710265.0,40,3,2,1671,1621,5758,1616,24,257,4,10,0,40,9,1583
1,1502198661919.0,1502198873328.0,24,1,0,4020,1413,1710,1616,193,1032,7,10,0,24,13,1192
1,1502198053819.0,1502198593926.0,59,3,2,1671,1607,7360,1558,20,258,3,10,0,59,9,1731
1,1501848884464.0,1501849552806.0,72,3,0,9213,1594,1710,1596,179,1446,5,10,0,72,13,1103
1,1501848398197.0,1501848827867.0,60,3,0,8537,1588,1710,1585,239,975,3,10,0,60,11,1741
1,1501847086443.0,1501848054241.0,129,1,2,1671,1576,6123,1538,33,274,5,10,0,129,9,980
1,1501786405624.0,1501787275019.0,100,1,0,169,1508,1710,1567,152,352,3,10,0,100,13,783
1,1501779651453.0,1501780328151.0,54,1,0,86,1560,1710,1556,154,312,8,10,0,54,13,939
1,1501779217280.0,1501779624287.0,41,3,2,1671,1547,2761,1493,21,242,5,10,0,41,9,643
1,1501777089674.0,1501777789624.0,34,3,2,1671,1537,5549,1495,13,217,2,10,0,34,9,494
1,1501776623128.0,1501777031492.0,29,1,2,3501,1594,1710,1547,152,352,3,10,0,29,13,1231
1,1501771871128.0,1501772089335.0,34,3,0,9327,1394,1710,1531,193,779,6,10,0,34,13,618
1,1501588551732.0,1501589747752.0,73,2,2,1671,1522,7004,1503,21,265,6,10,0,73,9,317
1,1504297062392.0,1504297669974.0,71,1,2,6666,1816,8683,1817,198,302,8,10,0,71,13,945
1,1504296583991.0,1504297007708.0,82,1,0,8778,1831,5924,1721,5,590,4,10,0,82,2,1261
1,1504296082627.0,1504296539170.0,50,3,0,8189,2043,8683,1814,71,32,2,10,0,50,13,1169
1,1504295788663.0,1504296052712.0,35,1,2,8778,1802,5731,1826,4,1465,2,10,0,35,2,873
1,1504295249156.0,1504295736198.0,61,3,0,2709,1615,8683,1796,1,738,2,10,0,61,6,976
1,1504295124241.0,1504295219898.0,28,3,0,8778,1804,2718,1915,8,585,4,10,0,28,2,991
1,1504294609213.0,1504295097095.0,57,3,2,7530,2005,8683,1809,36,960,1,10,0,57,11,1946
1,1504294159472.0,1504294539994.0,52,3,0,8778,1817,417,1924,4,1471,2,10,0,52,2,1194
1,1504293751448.0,1504294103595.0,59,1,2,8778,1806,5828,1808,241,980,4,10,0,59,2,704
1,1504038409927.0,1504039072179.0,76,3,0,8778,1826,941,2013,0,404,1,10,0,76,14,1518
1,1504038362338.0,1504038389907.0,8,3,0,7419,1391,8683,1824,0,437,2,10,0,8,16,677
1,1504037812371.0,1504038341727.0,94,3,0,8778,1839,1531,1736,4,1463,2,10,0,94,2,371
1,1504035771852.0,1504036418906.0,91,1,2,8778,1828,8399,1802,4,1466,2,10,0,91,2,811
1,1504034894917.0,1504035715182.0,93,2,2,8837,2318,8683,1830,36,960,1,10,0,93,11,996
1,1503954894660.0,1503955505109.0,74,1,0,3646,1746,8683,1815,0,835,4,10,0,74,7,986
1,1503954725381.0,1503954859584.0,19,3,2,8778,1810,5070,1564,4,1463,2,10,0,19,2,239
1,1503954123426.0,1503954671038.0,66,3,0,6736,1797,8683,1799,73,17,4,10,0,66,13,1398
1,1503953378177.0,1503953676516.0,34,1,0,1494,1435,8683,1796,15,225,2,10,0,34,9,855
1,1496646981511.0,1496647663997.0,45,1,2,7225,1591,1248,1655,229,1109,13,45,10,45,13,460
0,1496639753361.0,1496641704897.0,65,3,0,6737,1879,7268,1591,68,193,8,30,20,65,11,37
1,1496584805283.0,1496585940038.0,53,1,2,7225,1562,1269,1650,191,653,4,25,0,53,13,1114
1,1496469007047.0,1496469714294.0,46,3,0,9332,1602,7268,1534,153,343,5,15,1,46,13,1433
1,1496410350537.0,1496415147445.0,88,0,1,7225,1538,4902,1579,221,1093,8,40,10,88,13,1916
1,1493108287538.0,1493108956617.0,4,2,0,7225,1606,5240,1567,99,1324,4,10,0,4,13,468
0,1485414188377.0,1485415090551.0,50,3,0,7225,1651,7701,1506,9,1007,4,10,15,50,2,199
1,1485413942361.0,1485414171752.0,22,3,0,7225,1709,2567,1396,191,643,4,13,15,22,13,1047
1,1485406151113.0,1485406715588.0,47,1,2,7225,1677,8465,1640,241,967,4,10,0,47,2,995
1,1485405403197.0,1485406146526.0,60,3,0,8549,1650,7268,1636,154,322,7,10,0,60,13,1061
0,1484364121368.0,1484365174793.0,88,2,0,9225,1772,1477,1659,77,696,7,4,6,88,2,61
1,1484363390911.0,1484364119941.0,69,2,2,1464,1659,9129,1772,209,526,11,4,6,69,13,79
1,1484362847285.0,1484363348846.0,49,3,2,1464,1659,9129,1772,201,462,5,4,6,49,13,499
1,1484358295844.0,1484359217217.0,96,1,0,7720,1866,9129,1772,213,1121,6,4,6,96,13,815
1,1484343060746.0,1484344068719.0,95,2,2,1630,1744,9129,1772,245,943,4,5,5,95,11,1217
1,1484342496512.0,1484343036160.0,52,3,0,9225,1772,5957,1612,173,166,8,10,0,52,13,629
0,1484309567163.0,1484309990201.0,33,3,2,9225,1772,70,1943,72,1137,6,5,5,33,13,1409
1,1484308597149.0,1484309564610.0,83,1,2,75,1943,9129,1772,213,1121,6,5,5,83,13,1541
